,Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item
130,johannisbeer-fruchtgenuss, johannisbeer fruchtgenuss,"Für diesen b’sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Johannisbeeren aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil, Gelierzucker und sonst nichts. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,kornelkirschen-fruchtgenuss, kornelkirschen fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur handgepflückte Kornelkirschen aus dem Dornbirner Ried ins Glas. Nach der Ernte werden die auch als ""Dirndl"" bekannten Früchte direkt in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, nach einem Hausrezept mit 70% Fruchtanteil eingekocht. Weil es eben ganz natürlich am besten schmeckt!","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,zwetschgen-fruchtgenuss, zwetschgen fruchtgenuss,"Für diesen b`sundrig fruchtigen Fruchtaufstrich kommen nur sonnengereifte Zwetschgen aus der Bodenseeregion ins Glas. Nach der Ernte werden die Früchte direkt in der kleinen Marmeladenküche von Wolfgang Sohm in Dornbirn, so wie früher in Handarbeit, eingekocht. Das Hausrezept besteht aus 70% Fruchtanteil und Gelierzucker. Sutterlüty`s Fruchtgenuss wird nur durch Erhitzen haltbar gemacht und kommt ganz ohne Konservierungsstoffe oder gar Geschmacksverstärker aus. Weil`s natürlich eben immer noch am besten schmeckt.","Söhmsen's Manufaktur, Dornbirn",Marmelade,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,alpbutter, alpbutter,"Unsere Alpbutter wird so wie früher mit der Hand hergestellt – auf den Alpen Untere und Obere Falz in Egg-Schetteregg. Hier weiß man, worauf es beim Buttern ankommt: Die Milch! Die vielen Alpkräuter geben der Milch ein einzigartiges, natürliches Aroma. Und das macht die Alpbutter b’sundrig fein im Geschmack.","Alpe Obere Falz, Egg-Schetteregg",Butter,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,bregenzerwalder-sennbutter, bregenzerwälder sennbutter,"Sutterlüty’s Bregenzerwälder Sennbutter kommt von der Sennerei Hittisau, wo man das Buttern noch als Handwerk versteht. Sie wird aus frischer, silofreier Milch hergestellt. Gebuttert wird auf traditionelle Weise im Butterfass– so lange, bis aus dem naturbelassenen Rahm beste Butter wird. Deshalb ist unsere Sennbutter ein b’sundriger Genuss.","Sennerei Hittisau, Hittisau",Butter,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,schafmilchjoghurt-brombeer, schafmilchjoghurt brombeer,"Sutterlüty`s Schafmilch Joghurt Brombeer wird von Brigitte und Thomas Gmeiner in Bizau von Hand gemacht. Sie verarbeiten zu 100% 
frische Bregenzerwälder Schafmilch und Brombeeren aus den Beerengärten von Martin Winder im Dornbirner Ried. Daraus zaubern sie 
ein Joghurt, wie es b`sundriger nicht sein könnte: fein natürlich im Geschmack, unglaublich cremig und mit vollreifen, süßen Brombeeren verfeinert.","Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,schafmilchjoghurt-erdbeer, schafmilchjoghurt erdbeer,Für das Sutterlüty`s Schafmilch Joghurt Erdbeer verarbeiten Brigitte und Thomas Gmeiner in Bizau von Hand 100% frische Bregenzerwälder Schafmilch und Erdbeeren aus den Beerengärten von Martin Winder im Dornbirner Ried.,"Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,schafmilchjoghurt-himbeer, schafmilchjoghurt himbeer,Sutterlüty`s Schafmilch Joghurt Himbeer wird von Brigitte und Thomas Gmeiner in Bizau von Hand gemacht. Sie verarbeiten frische Bregenzerwälder Schafmilch und Himbeeren aus den Beerengärten von Martin Winder im Dornbirner Ried zu einem unglaublich cremigen und natürlichen Joghurt.,"Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,schafmilchjoghurt-marille, schafmilchjoghurt marille,"Das Sutterlüty's Schafmilch Joghurt Marille wird von der Familie Gmeiner in Bizau aus 100 % frischer Bregenzerwälder Schafmilch und besten Marillen aus Österreich hergestellt. Fein natürlich im Geschmack, unglaublich cremig und mit vollreifen, süßen Marillen verfeinert.","Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,schafmilchjoghurt-natur, schafmilchjoghurt natur,Sutterlüty's Bregenzerwälder Schafmilch Joghurt wird von Familie Gmeiner in Bizau frisch von Hand gemacht. Sie verarbeiten dabei nur frische Bregenzerwälder Schafmilch und ausgesuchte Joghurt Kulturen. Daraus zaubern sie ein Joghurt wie es wohl kein zweites in Vorarlberg gibt: firsch und fein im Geschmack und b'sundrig cremig auf der Zunge.,"Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,schafmilchjoghurt-haselnuss, schafmilchjoghurt haselnuss,"Sutterlüty's Schafmilch Joghurt Haselnuss wird von Brigitte und Thomas Gmeiner in Bizau von Hand gemacht. Sie verarbeiten zu 100 % frische Bregenzerwälder Schafmilch und Haselnüsse von der Schweizer Firma Obermeilen. Daraus zaubern sie ein Joghurt, wie es b'sundriger nicht sein könnte: fein natürlich im Geschmack, unglaublich cremig und mit Haselnüssen verfeinert.","Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,schafmilchjoghurt-musli, schafmilchjoghurt müsli,Das Sutterlüty's Schafmilch Joghurt Müsli wird von der Familie Gmeiner in Bizau aus 100 % frischer Bregenzerwälder Schafmilch und einen b'sundrigen Müsli Mix von der Schweizer Firma Obermeilen von Hand hergestellt.,"Schafmilchbetrieb Gmeiner, Bizau",Joghurt,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,alpzieger, alpzieger,"Alpzieger ist eine ganz b’sundrige Art Topfen, die es so nur bei uns im Ländle gibt. Seine intensive Farbe und den würzigen Geschmack
verdankt er dem Schabzieger-Klee, auch Ziegerkraut genannt, und Kümmel.","Käse Moosbrugger, Mäder",Spezialitäten,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,landle-suppengrun, ländle suppengrün,"Das Suppengrün vom Mahlerhof in Höchst ist zu 100% Ländle Pur. Egal ob Karotten, Sellerie, Lauch  oder Petersilie - alle Zutaten kommen direkt vom Feld frisch in die Sutterlüty Ländlemärkte und sorgen für eine b'sundrig gute und kräftige Brühe. ","Mahlerhof, Höchst",Gemüse,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,krautertopfle, kräutertöpfle,"Aromatisch auf der Zunge, hübsch fürs Auge! Sutterlüty’s Kräutertöpfle bringen die natürlichen Aromen und die Vielfalt des Gartens in die Küche. Sie wachsen ganz natürlich am Mahlerhof in Höchst in gesunden Böden nahe dem Bodenseeufer heran. So entwickeln die frischen Kräuter ein b’sundrig kräftiges Aroma und verfeinern jedes Gericht auf ganz natürliche Weise. Zusätzlich verleihen die satt-grünen Blättchen auch visuell jedem Teller das gewisse Etwas – denn das Auge isst ja bekanntlich mit. Die Sutterlüty’s Kräutertöpfle gibt es in verschiedenen Sorten – Petersilie, Rosmarien, Minze, Salbei und viele mehr – eine der Kräutersorten hat immer Saison und ist in den Sutterlüty Märkten erhältlich.","Mahlerhof, Höchst",Kräuter,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,fraxner-kriasi, fraxner kriasi,"Mit den Fraxnern ist gut Kirschen essen. Denn die Sutterlüty’s Fraxner Kriasi sind ein ganz b’sundriger Genuss direkt aus der Region.
Sommerzeit ist Kirschenzeit bei Sutterlüty. Denn bei uns gibt es saisonal Kirschen direkt aus der Region – aus Fraxern um genau zu sein. 
Dort wird die b’sundrig aromatische „Große Schwarze“ angebaut. Nach dem Pflücken werden die Kirschen besonders schonend von 
Hand verlesen. So kommen die Kriasi in allerbestem Zustand in die Sutterlüty Ländlemärkte.
Rund, tiefrot und besonders aromatisch - das ist die b'sundrige ""Große Schwarze"" aus Fraxern. 
Handverlesen und nur zur Kirschernte erhältlich, schmeckt dieser Sommergenuss ganz besonders.","Kirschendorf, Fraxern",Obst,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,heidelbeeren, heidelbeeren,Wunderbar und doch natürlich – Sutterlüty’s Heidelbeeren sind ein unvergleichlich naturbelassenes Geschmackserlebnis. Das Lauteracher Ried ist die Heimat für die Ländle Heidelbeeren von Familie Sohm. Dort bauen sie ihre Beeren bei idealem Klima an. Dabei wird zu 100% auf die Verwendung von Spritzmittel verzichtet. Der natürliche Anbau und die täglich frische Ernte garantieren für ein echtes und naturbelassenes Geschmackserlebnis. Eben was ganz B’sundrigs.,"Rheintalbeeren Sohm, Lauterach",Obst,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,getrocknete-baya-marisa-apfel, getrocknete baya marisa äpfel,"Ein ganz natürlicher, sortenreiner Genuss: die getrockneten Baya Marisa Äpfel von Schobel Höchstgenuss, direkt vom Bodensee.","Schobel Höchstgenuss, Höchst",Trockenfrüchte,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,getrocknete-gala-apfel, getrocknete gala äpfel,"Für Sutterlüty’s getrocknete Gala Äpfel trocknet Harald Schobel nur handverlesene Gala Äpfel vom Bodensee in einem neuartigen, schonenden Verfahren.","Schobel Höchstgenuss, Höchst",Trockenfrüchte,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,getrocknete-jonagold-apfel, getrocknete jonagold äpfel,Dank schonender Trocknung sind die handverlesenen Jonagold Äpfel von Harald Schobel ganz ohne Konservierungsstoffe haltbar.,"Schobel Höchstgenuss, Höchst",Trockenfrüchte,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,getrocknete-williams-birnen, getrocknete williams birnen,"Harald Schobel trocknet nur handverlesene Williams Birnen aus Gaißau. Die süßlich-würzigen Früchte bestechen durch ihren aromatischen Geschmack und kommen ganz ohne künstliche Geschmackstoffe, Farb- oder Konservierungsmittel aus.","Schobel Höchstgenuss, Höchst",Trockenfrüchte,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,apfel-birnen-essig, apfel-birnen essig,"Auf den Obstbäumen der Rheintaler Wiesen wachsen die Äpfel und Birnen, aus denen Andreas Krammel von der Mosterei Krammel in 
Lustenau den naturbelassenen Saft für Sutterlüty’s Essig presst. Auf ganz natürliche Weise wird der Most zu Apfel Birnen Essig vergoren. 
In alten Mostfässern reift dann ein b’sundrig fruchtiger Essig heran. Nach monatelanger Lagerung wird dieses Naturprodukt völlig 
unbehandelt und daher naturtrüb in Glasflaschen abgefüllt.","Mosterei Kramml, Lustenau",Essig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,apfelessig, apfelessig,"Sutterlüty´s Apfelessig wird aus Vorarlberger Apfelwein hergestellt. Dieser wird schonend in einem zweiten Gärverfahren zu Apfelessig veredelt. Durch das natürliche absetzen nach der Oxidation bleiben Mineralien und Spurenelemente voll erhalten. Apfelssig ist in vielen Bereichen verwendbar: Vorspeisen, Hauptspeisen, Nachspeisen, körperliche Fitness und Reinigung.","Mosterei Kramml, Lustenau",Essig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,apfel-birnen-essig-mit-himbeeren, apfel-birnen essig mit himbeeren,"Für diesen b‘sundrig fruchtigen Essig setzt Andreas Krammel in seiner Mosterei in Lustenau nur reife Himbeeren aus dem Ländle mit seinem 
naturtrüben Apfel-Birnen-Essig aus Rheintaler Streuobst an. Weitere Zusätze braucht es dafür nicht. Der naturreine, fruchtige Essig verleiht 
Salaten, Suppen, Saucen und sogar Cocktails ganz natürlich eine b’sundrig beerige Note.","Mosterei Kramml, Lustenau",Essig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,krauteressig, kräuteressig,Für diesen b’sundrigen Kräuteressig setzt Andreas Krammel in seiner Mosterei in Lustenau zwölf verschiedene Kräuter in seinem berühmten naturtrüben Apfel-Birnen-Essig an. Nur noch mit ein bisschen Salz und Honig verfeinert verleiht der naturtrübe Sutterlüty’s Kräuteressig Salaten und auch Saucen eine b’sundrig fruchtig-milde Würze.,"Mosterei Kramml, Lustenau",Essig,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,kalbsbratknodel, kalbsbrätknödel,"Für Sutterlüty‘s Kalbsbrätknödel verarbeiten die Broger Metzgermeister nur bestes heimisches Kalbfleisch, Freilandeier vom Martinshof in Buch und Brösel von der Landbäckerei Hammerl. Dieses klare Bekenntnis zu Regionalität, die Sorgfalt in der Herstellung und die Qualität der Zutaten lassen eine b’sundrig feine Suppe im Handumdrehen gelingen.","Traditionsmetzgerei Broger, Bizau",Einlagen,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,kalbsbratspatzle, kalbsbrätspätzle,"Sutterlüty’s hausgemachte Kalbsbrätspätzle werden in der Metzgerei Broger in Bizau aus bestem Kalbsbrät, Freilandeiern vom Martinshof in Buch und Bröseln von der Landbäckerei Hammerl zubereitet. So wie früher – ohne künstliche Konservierungsstoffe. Auch beim Kalbfleisch für das Brät macht Broger keine Kompromisse und vertraut auf Landwirte aus der Umgebung. Dieses klare Bekenntnis zu Regionalität, die sorgfältige Herstellung und beste Zutaten haben sich ein Ländle Herz verdient. Schließlich ist Tradition noch immer das beste Rezept, wenn’s b’sundrig schmecken soll.","Traditionsmetzgerei Broger, Bizau",Einlagen,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,leberknodel, leberknödel,"Sutterlüty’s Leberknödel werden aus feinsten Zutaten von der Metzgerei Broger in Bizau zubereitet. Nach alter Tradition von Hand und ohne künstliche Konservierungsstoffe und Geschmacksverstärker. Weil nur bestes Fleisch vom Rind und heimischen Kalb drinnen ist, gelingt im Handumdrehen eine b’sundrig feine Suppe.","Traditionsmetzgerei Broger, Bizau",Einlagen,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,leberspatzle, leberspätzle,"Sutterlüty’s Leberspätzle werden von der Metzgerei Broger in Bizau nach überlieferter Rezeptur hergestellt. Ohne Geschmacksverstärker und ohne Konservierungsstoffe. Feinste Rinderleber und beste Zutaten sorgen dafür, dass Sie im Handumdrehen eine b’sundrige Spezialität im Teller haben.","Traditionsmetzgerei Broger, Bizau",Einlagen,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,eisgenuss-heisse-liebe, eisgenuss heisse liebe,"Mit viel Liebe, Sorgfalt und Können zaubert Andrew Nussbaumer in seiner kleinen Eis-Manufaktur in Hohenems aus silofreier Heumilch aus dem Ländle, echter Bourbonvanille und reifen Himbeeren aus der Region einen wahren Eistraum: Sutterlüty's EisGenuss ""Heiße Liebe"". Auf künstliche Farbstoffe wird für diese b'sundrige Eiskreation ganz bewusst verzichtet.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,eisgenuss-heumilch-alpencaramel, eisgenuss heumilch alpencaramel,"Bereits in dritter Generation stellt der Familienbetrieb Nussbaumer in Hohenems köstliches Speiseeis nach traditionellen Hausrezepten her. Für die Zubereitung von Sutterlüty's EisGenuss verwendet Andrew Nussbaumer, wo immer es möglich ist, Rohstoffe aus der Region. Das Heumilch-Alpencaramel Eis wird vor allem aus silofreier Heumilch aus dem Ländle und feinstem Alpencaramel kreiert.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,eisgenuss-heumilch-schoko-nuss, eisgenuss heumilch-schoko-nuss,"Für die Zubereitung von Sutterlüty's EisGenuss verwendet Andrew Nussbaumer in seiner kleinen Hohenemser Eis-Manufaktur, wo immer es möglich ist, Rohstoffe aus der Region. Das Heumilch-Schoko-Nuss Eis wird vor allem aus silofreier Heumilch aus dem Ländle, Schokolade von der Hohenemser Schokoladenmanufaktur Fenkart und Haselnüssen aus der Bodensee-Region hergestellt. Mit viel Liebe, Sorgfalt und Können entsteht aus den Zutaten ein b'sundrig cremiger Eistraum.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,eisgenuss-heumilch-stracciatella, eisgenuss heumilch-stracciatella,"Bereits in dritter Generation stellt der Familienbetrieb Nussbaumer köstliches Speiseeis nach traditionellen Hausrezepten her. Für die Zubereitung von Sutterlüty's EisGenuss verwendet Andrew Nussbaumer in seiner kleinen Hohenemser Eis-Manufaktur, wo immer es möglich ist, Rohstoffe aus der Region. Mit viel Liebe, Sorgfalt und Können zaubert er aus silofreier Heumilch aus dem Ländle, Kakao und einem Hauch Blütenhonig einen wahren Eistraum. Auf künstliche Farbstoffe wird für diese b'sundrige Eiskreation ganz bewusst verzichtet.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,eisgenuss-joghurt-waldbeere, eisgenuss joghurt-waldbeere,"Für das Joghurt-Waldbeeren Eis verwendet Andrew Nussbaumer in seiner kleinen Eis-Manufaktur in Hohenems wann immer es möglich ist Rohstoffe aus der Region. Das Joghurt-Waldbeer Eis besteht vor allem aus Ländle Naturjoghurt und reifen Beeren aus der Bodensee-Region. Mit viel Liebe, Sorgfalt und Können zaubert er aus den Zutaten einen wahren Eistraum.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,eisgenuss-naturjohgurt-kirsch, eisgenuss naturjohgurt-kirsch,"Mit viel Liebe, Sorgfalt und Können zaubert Andrew Nussbaumer in seiner kleinen Eis-Manufaktur in Hohenems aus silofreier Heumilch aus dem Ländle, Ländle Naturjoghurt und reifen Kirschen aus der Bodensee-Region einen wahren Eistraum: Sutterlüty’s Eisgenuss Naturjoghurt-Kirsch. Auf künstliche Farbstoffe wird für diese b'sundrige Eiskreation ganz bewusst verzichtet.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,eisgenuss-vanille, eisgenuss vanille,"Für die Zubereitung von Sutterlüty's EisGenuss verwendet Andrew Nussbaumer in seiner kleinen Hohenemser Eis-Manufaktur, wo immer es möglich ist, Rohstoffe aus der Region. Das Vanille Eis wird von vor allem aus silofreier Heumilch aus dem Ländle und echter Bourbonvanille kreiert. Und das ohne zugesetzte Farbstoffe. Das hat Sutterlüty's EisGenuss auch gar nicht nötig. Deshalb schmeckt das Eis so natürlich und b'sundrig cremig.","Dolce Vita Eis-Manufaktur, Hohenems",Eis,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,geschenkpackle-klein, geschenkpäckle klein,"Sutterlüty’s Bergkäse würzig 8 Monate gereift ca. 300 g, Sutterlüty’s Bio Alpwurzen 100 g, Sutterlüty’s Fruchtgenuss Himbeer 200 g, Sutterlüty’s Basilikum Pesto 143 g / € 25,-",nan,Geschenkpäckle,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,geschenkpackle-mittel, geschenkpäckle mittel,"Sutterlüty’s Bergkäse würzig 8 Monate gereift ca. 300 g, Sutterlüty’s Bio Kaminwurzen 150 g, Sutterlüty’s Cornichons 580 ml, Sutterlüty’s Cremehonig 250 g, Sutterlüty’s Fruchtgenuss Erdbeer-Himbeer 200 g, Sutterlüty’s getrocknete Jonagold Äpfel 60 g / € 35,-",nan,Geschenkpäckle,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,geschenkpackle-gross, geschenkpäckle groß,"Sutterlüty’s Bio Salami 200 g, Sutterlüty’s Bergkäse würzig 8 Monate gereift ca. 300 g, Sutterlüty’s Randig Salat 580 ml, Sutterlüty’s Apfelmus 370 ml, Sutterlüty’s Fruchtgenuss Himbeer 200 g, Sutterlüty’s Apfelsecco 0,75 l , Sutterlüty’s Rheintaler Riebel 400 g, Sutterlüty’s Zwetschke-Curry Chutney 200 g / € 45,-",nan,Geschenkpäckle,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,"b'sundrige-auswahl-individuell-bestuckbar
mindestbestellmenge-20-geschenke"," b’sundrige auswahl individuell bestückbar / 
mindestbestellmenge 20 geschenke","So individuell wie Ihre Mitarbeiter, Kunden und Partner: Ein kleines, aber b‘sundrig feines Päckle - mit Produkten Ihrer Wahl bestückt und auf Wunsch transportsicher verpackt. Zur Absprache des gewünschten Inhalts wenden Sie sich bitte direkt an unseren Kundenservice:
Tel. 05512 / 2266-122 oder kundenservice@sutterluety.at. Preis nach gewähltem Inhalt.",nan,Geschenkpäckle,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,sutterluty-geschenkgutscheine,Sutterlüty geschenkgutscheine,"Schenken so viel Sie wollen: Die praktischen Sutterlüty Geschenkkarten treffen jeden Geschmack und können mit einem Betrag Ihrer Wahl aufgeladen werden. (max. € 200,-)",nan,Gutscheinkarte,,FALSE,Title,Default Title,,,,,,0,,,,manual,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
